-26.974697,-0.0,27.0
2.839442,0.0,27.2
-27.447939,-0.0,27.4
6.152124,0.0,28.4
8.991566,0.0,28.6
9.938046,0.0,28.8
-4.2591624,-0.0,29.0
-3.3126822,-0.0,29.2
-3.7859225,-0.0,29.4
-3.3126822,-0.0,29.6
0.47324032,0.0,29.8
1.419721,0.0,30.0
1.419721,0.0,30.2
8.991566,0.0,30.4
10.411287,0.0,30.6
9.938046,0.0,30.8
9.938046,0.0,31.0
9.938046,0.0,31.2
9.938046,0.0,31.4
9.938046,0.0,31.6
9.938046,0.0,31.8
9.938046,0.0,32.0
9.938046,0.0,32.2
9.938046,0.0,32.4
9.938046,0.0,32.6
9.938046,0.0,32.8
9.938046,0.0,33.0
9.938046,0.0,33.2
9.938046,0.0,33.4
9.464807,0.0,33.6
9.464807,0.0,33.8
9.464807,0.0,34.0
9.464807,0.0,34.2
9.464807,0.0,34.4
9.464807,0.0,34.6
9.464807,0.0,34.8
9.464807,0.0,35.0
9.464807,0.0,35.2
9.464807,0.0,35.4
9.464807,0.0,35.6
9.464807,0.0,35.8
9.464807,0.0,36.0
9.464807,0.0,36.2
9.464807,0.0,36.4
9.464807,0.0,36.6
9.464807,0.0,36.8
9.464807,0.0,37.0
9.464807,0.0,37.2
9.464807,0.0,37.4
9.464807,0.0,37.6
9.464807,0.0,37.8
9.464807,0.0,38.0
9.464807,0.0,38.2
8.991566,0.0,38.4
8.991566,0.0,38.6
9.464807,0.0,38.8
8.991566,0.0,39.0
9.464807,0.0,39.2
8.991566,0.0,39.4
8.991566,0.0,39.6
8.991566,0.0,39.8
8.991566,0.0,40.0
8.991566,0.0,40.2
8.991566,0.0,40.4
8.991566,0.0,40.6
8.991566,0.0,40.8
8.991566,0.0,41.0
8.991566,0.0,41.2
8.991566,0.0,41.4
8.991566,0.0,41.6
8.991566,0.0,41.8
8.991566,0.0,42.0
8.991566,0.0,42.2
8.991566,0.0,42.4
8.991566,0.0,42.6
8.991566,0.0,42.8
8.991566,0.0,43.0
8.991566,0.0,43.2
8.991566,0.0,43.4
8.991566,0.0,43.6
8.991566,0.0,43.8
8.518325,0.0,44.0
8.518325,0.0,44.2
8.518325,0.0,44.4
8.518325,0.0,44.6
8.518325,0.0,44.8
8.518325,0.0,45.0
8.518325,0.0,45.2
8.518325,0.0,45.4
8.518325,0.0,45.6
8.518325,0.0,45.8
8.518325,0.0,46.0
8.518325,0.0,46.2
8.518325,0.0,46.4
8.518325,0.0,46.6
8.518325,0.0,46.8
8.518325,0.0,47.0
8.518325,0.0,47.2
8.518325,0.0,47.4
8.518325,0.0,47.6
8.518325,0.0,47.8
8.518325,0.0,48.0
8.518325,0.0,48.2
8.518325,0.0,48.4
8.991566,0.0,48.6
8.518325,0.0,48.8
8.518325,0.0,49.0
8.991566,0.0,49.2
8.518325,0.0,49.4
8.518325,0.0,49.6
8.991566,0.0,49.8
8.991566,0.0,50.0
8.991566,0.0,50.2
8.518325,0.0,50.4
8.518325,0.0,50.6
8.518325,0.0,50.8
8.991566,0.0,51.0
8.518325,0.0,51.2
8.991566,0.0,51.4
8.045086,0.0,51.6
29.81414,0.0,51.8
29.340899,0.0,52.0
29.340899,0.0,52.2
-1.419721,-0.0,52.4
1.8929613,0.0,52.6
7.571845,0.0,52.8
1.8929613,0.0,53.0
3.3126822,0.0,53.2
3.7859225,0.0,53.4
5.2056437,0.0,53.6
5.678884,0.0,53.8
5.678884,0.0,54.0
6.6253643,0.0,54.2
7.0986047,0.0,54.4
7.571845,0.0,54.6
9.938046,0.0,54.8
10.884527,0.0,55.0
12.777489,0.0,55.2
13.723969,0.0,55.4
14.197209,0.0,55.6
17.509892,0.0,56.2
20.349335,0.0,56.6
20.349335,0.0,56.8
20.822575,0.0,57.0
23.662016,0.0,57.6
23.662016,0.0,57.8
25.554977,0.0,58.0
28.867659,0.0,58.8
34.0733,0.0,59.8
34.0733,0.0,60.0
34.546543,0.0,60.2
34.0733,0.0,60.4
35.493023,0.0,60.6
36.912746,0.0,60.8
37.859226,0.0,61.0
39.752186,0.0,61.4
40.69867,0.0,61.8
-27.921179,-0.0,62.4
-26.974697,-0.0,62.6
45.431072,0.0,63.0
-21.295815,-0.0,69.8
-21.769054,-0.0,70.0
-21.295815,-0.0,70.2
-22.242294,-0.0,70.4
-22.715536,-0.0,70.6
-21.769054,-0.0,70.8
-21.769054,-0.0,71.0
-21.769054,-0.0,71.2
-21.769054,-0.0,71.4
46.377552,0.0,77.8
46.377552,0.0,78.0
-26.465137,-1.3869792,5.6
-23.629587,-1.2383744,27.8
-23.156996,-1.2136068,28.0
-23.629587,-1.2383744,28.2
9.451835,0.49534974,28.6
-16.540712,-0.86686206,28.8
-11.814794,-0.6191872,29.0
-6.1436925,-0.32197732,29.2
-4.7259173,-0.24767487,29.4
-4.7259173,-0.24767487,29.6
-4.7259173,-0.24767487,29.8
-4.7259173,-0.24767487,30.0
-5.671101,-0.29720983,30.2
-5.671101,-0.29720983,30.4
32.136242,1.6841892,30.6
32.136242,1.6841892,30.8
27.882914,1.4612817,31.0
10.86961,0.56965214,31.2
10.86961,0.56965214,31.4
10.86961,0.56965214,31.6
10.86961,0.56965214,31.8
10.86961,0.56965214,32.0
10.86961,0.56965214,32.2
10.86961,0.56965214,32.4
10.86961,0.56965214,32.6
10.86961,0.56965214,32.8
10.86961,0.56965214,33.0
10.86961,0.56965214,33.2
10.86961,0.56965214,33.4
10.86961,0.56965214,33.6
10.86961,0.56965214,33.8
10.86961,0.56965214,34.0
10.397018,0.5448847,34.2
10.397018,0.5448847,34.4
10.397018,0.5448847,34.6
10.397018,0.5448847,34.8
10.397018,0.5448847,35.0
10.397018,0.5448847,35.2
10.397018,0.5448847,35.4
10.397018,0.5448847,35.6
10.397018,0.5448847,35.8
10.397018,0.5448847,36.0
10.397018,0.5448847,36.2
10.397018,0.5448847,36.4
10.397018,0.5448847,36.6
9.924426,0.52011716,36.8
10.397018,0.5448847,37.0
9.924426,0.52011716,37.2
9.924426,0.52011716,37.4
9.924426,0.52011716,37.6
9.924426,0.52011716,37.8
9.924426,0.52011716,38.0
9.924426,0.52011716,38.2
9.924426,0.52011716,38.4
9.924426,0.52011716,38.6
10.397018,0.5448847,38.8
9.924426,0.52011716,39.0
9.924426,0.52011716,39.2
9.924426,0.52011716,39.4
9.924426,0.52011716,39.6
9.924426,0.52011716,39.8
9.924426,0.52011716,40.0
9.924426,0.52011716,40.2
9.924426,0.52011716,40.4
9.924426,0.52011716,40.6
9.924426,0.52011716,40.8
9.924426,0.52011716,41.0
9.924426,0.52011716,41.2
9.924426,0.52011716,41.4
9.924426,0.52011716,41.6
9.924426,0.52011716,41.8
9.924426,0.52011716,42.0
9.924426,0.52011716,42.2
9.924426,0.52011716,42.4
9.924426,0.52011716,42.6
9.924426,0.52011716,42.8
9.924426,0.52011716,43.0
9.924426,0.52011716,43.2
9.924426,0.52011716,43.4
9.924426,0.52011716,43.6
9.924426,0.52011716,43.8
9.924426,0.52011716,44.0
9.451835,0.49534974,44.2
9.451835,0.49534974,44.4
9.451835,0.49534974,44.6
9.451835,0.49534974,44.8
9.451835,0.49534974,45.0
9.451835,0.49534974,45.2
9.451835,0.49534974,45.4
9.451835,0.49534974,45.6
9.451835,0.49534974,45.8
9.451835,0.49534974,46.0
9.451835,0.49534974,46.2
9.451835,0.49534974,46.4
9.451835,0.49534974,46.6
9.451835,0.49534974,46.8
9.451835,0.49534974,47.0
9.451835,0.49534974,47.2
9.451835,0.49534974,47.4
9.451835,0.49534974,47.6
9.451835,0.49534974,47.8
9.451835,0.49534974,48.0
9.924426,0.52011716,48.2
9.924426,0.52011716,48.4
9.451835,0.49534974,48.6
9.924426,0.52011716,48.8
9.451835,0.49534974,49.0
9.924426,0.52011716,49.2
9.924426,0.52011716,49.4
9.451835,0.49534974,49.6
9.451835,0.49534974,49.8
10.397018,0.5448847,50.0
10.397018,0.5448847,50.2
10.397018,0.5448847,50.4
9.924426,0.52011716,50.6
9.924426,0.52011716,50.8
9.924426,0.52011716,51.0
9.451835,0.49534974,51.2
9.451835,0.49534974,51.4
29.773281,1.5603516,51.6
29.773281,1.5603516,51.8
29.300688,1.5355841,52.0
29.300688,1.5355841,52.2
29.773281,1.5603516,52.4
10.397018,0.5448847,52.6
6.6162844,0.3467448,52.8
7.561468,0.39627978,53.0
3.780734,0.19813989,53.2
4.2533255,0.22290735,53.4
5.198509,0.27244234,53.6
6.6162844,0.3467448,53.8
6.6162844,0.3467448,54.0
7.561468,0.39627978,54.2
8.0340605,0.4210473,54.4
8.979243,0.47058222,54.6
-25.047363,-1.3126768,54.8
9.924426,0.52011716,55.0
11.814794,0.6191872,55.2
11.814794,0.6191872,55.4
12.759977,0.66872215,55.6
15.595527,0.817327,55.8
15.595527,0.817327,56.0
16.540712,0.86686206,56.2
19.848852,1.0402343,56.6
20.321445,1.065002,56.8
21.73922,1.1393043,57.2
23.156996,1.2136068,57.4
23.629587,1.2383744,57.6
24.102179,1.2631418,57.8
27.882914,1.4612817,58.4
27.882914,1.4612817,58.6
28.355505,1.4860492,58.8
28.828096,1.5108166,59.0
31.191053,1.634654,59.2
30.245872,1.5851191,59.4
31.663645,1.6594214,59.6
35.44438,1.8575613,60.2
35.44438,1.8575613,60.4
36.389565,1.9070963,60.6
36.86216,1.931864,60.8
36.86216,1.931864,61.0
37.33475,1.9566314,61.2
39.225113,2.0557013,61.4
39.697704,2.0804687,61.6
40.170296,2.1052363,61.8
42.06066,2.2043061,62.0
42.06066,2.2043061,62.2
-27.882914,-1.4612817,62.6
43.95103,2.3033762,62.8
44.896214,2.352911,63.0
45.841396,2.402446,63.2
46.31399,2.4272137,77.8
46.78658,2.4519808,78.0
-21.179153,-2.226019,28.2
-21.179153,-2.226019,28.6
-20.23786,-2.1270847,28.8
-6.118422,-0.64307207,29.0
-6.118422,-0.64307207,29.2
-5.6477747,-0.59360504,29.4
-4.7064786,-0.49467084,29.6
-4.7064786,-0.49467084,29.8
-4.7064786,-0.49467084,30.0
-5.177127,-0.54413795,30.2
-4.7064786,-0.49467084,30.4
32.00406,3.363762,30.6
29.650816,3.1164262,30.8
10.824901,1.1377429,31.0
10.824901,1.1377429,31.2
10.824901,1.1377429,31.4
10.824901,1.1377429,31.6
10.354254,1.0882759,31.8
10.824901,1.1377429,32.0
10.824901,1.1377429,32.2
10.824901,1.1377429,32.4
10.824901,1.1377429,32.6
10.824901,1.1377429,32.8
10.824901,1.1377429,33.0
10.354254,1.0882759,33.2
10.824901,1.1377429,33.4
10.824901,1.1377429,33.6
10.354254,1.0882759,33.8
10.354254,1.0882759,34.0
10.354254,1.0882759,34.2
10.354254,1.0882759,34.4
10.354254,1.0882759,34.6
10.354254,1.0882759,34.8
10.354254,1.0882759,35.0
10.354254,1.0882759,35.2
10.354254,1.0882759,35.4
10.354254,1.0882759,35.6
10.354254,1.0882759,35.8
9.883605,1.0388087,36.0
10.354254,1.0882759,36.2
10.354254,1.0882759,36.4
10.354254,1.0882759,36.6
9.883605,1.0388087,36.8
9.883605,1.0388087,37.0
9.883605,1.0388087,37.2
9.883605,1.0388087,37.4
9.883605,1.0388087,37.6
9.883605,1.0388087,37.8
9.883605,1.0388087,38.0
9.883605,1.0388087,38.2
10.354254,1.0882759,38.4
9.883605,1.0388087,38.6
10.354254,1.0882759,38.8
9.883605,1.0388087,39.0
9.883605,1.0388087,39.2
9.883605,1.0388087,39.4
9.883605,1.0388087,39.6
9.883605,1.0388087,39.8
9.883605,1.0388087,40.0
9.883605,1.0388087,40.2
9.883605,1.0388087,40.4
9.883605,1.0388087,40.6
9.883605,1.0388087,40.8
9.883605,1.0388087,41.0
9.883605,1.0388087,41.2
9.883605,1.0388087,41.4
9.883605,1.0388087,41.6
9.883605,1.0388087,41.8
9.883605,1.0388087,42.0
9.883605,1.0388087,42.2
9.883605,1.0388087,42.4
9.883605,1.0388087,42.6
9.883605,1.0388087,42.8
9.883605,1.0388087,43.0
9.883605,1.0388087,43.2
9.883605,1.0388087,43.4
9.883605,1.0388087,43.6
9.883605,1.0388087,43.8
9.412957,0.9893417,44.0
9.412957,0.9893417,44.2
9.412957,0.9893417,44.4
9.412957,0.9893417,44.6
9.412957,0.9893417,44.8
9.412957,0.9893417,45.0
9.412957,0.9893417,45.2
9.412957,0.9893417,45.4
9.412957,0.9893417,45.6
9.412957,0.9893417,45.8
9.412957,0.9893417,46.0
9.412957,0.9893417,46.2
9.412957,0.9893417,46.4
9.412957,0.9893417,46.6
9.412957,0.9893417,46.8
9.412957,0.9893417,47.0
9.412957,0.9893417,47.2
9.412957,0.9893417,47.4
8.942309,0.93987453,47.6
9.412957,0.9893417,47.8
9.412957,0.9893417,48.0
9.883605,1.0388087,48.2
9.883605,1.0388087,48.4
9.412957,0.9893417,48.6
9.412957,0.9893417,48.8
9.883605,1.0388087,49.0
9.883605,1.0388087,49.2
9.883605,1.0388087,49.4
9.883605,1.0388087,49.6
9.412957,0.9893417,49.8
9.883605,1.0388087,50.0
9.883605,1.0388087,50.2
9.883605,1.0388087,50.4
9.883605,1.0388087,50.6
9.883605,1.0388087,50.8
10.354254,1.0882759,51.0
10.354254,1.0882759,51.2
10.354254,1.0882759,51.4
29.650816,3.1164262,51.6
29.650816,3.1164262,51.8
29.180166,3.0669591,52.0
30.121464,3.1658933,52.2
29.650816,3.1164262,52.4
6.118422,0.64307207,52.6
6.58907,0.69253916,52.8
2.8238873,0.29680252,53.0
4.2358303,0.44520372,53.2
4.2358303,0.44520372,53.4
4.7064786,0.49467084,53.6
4.7064786,0.49467084,53.8
7.530366,0.7914733,54.0
7.530366,0.7914733,54.2
7.530366,0.7914733,54.4
9.412957,0.9893417,54.6
9.883605,1.0388087,54.8
10.824901,1.1377429,55.0
11.766196,1.236677,55.2
12.707493,1.3356112,55.4
16.00203,1.681881,56.0
16.472675,1.731348,56.2
23.061747,2.4238873,57.4
23.532393,2.473354,57.6
35.298588,3.7100313,60.6
38.12248,4.006834,61.0
39.063774,4.1057677,61.2
39.063774,4.1057677,61.4
40.005066,4.204702,61.6
-27.297577,-2.8690908,62.4
-27.297577,-2.8690908,62.6
40.94636,4.303636,77.4
40.94636,4.303636,77.6
45.65284,4.798307,77.8
46.123493,4.8477745,78.0
